Temperature,Humidity,Light,Loudness,is_anomaly
2.1033038015770322,-2.5864181885148767,2.204608190157095,-1.6556229484365184,1
2.1033038015770322,-2.5807740752913038,2.3723967022967725,-0.271422236554384,1
2.091895462757951,-2.5920623017384496,2.204608190157095,-0.2359299106086883,1
2.061473225907066,-2.5864181885148767,2.5401852144364505,-0.48437619222855854,1
2.0557690564975246,-2.5629010500833225,2.204608190157095,0.08350102290257351,1
2.072881564726148,-2.575129962067731,2.204608190157095,0.36743963046813954,1
2.097599632167491,-2.5807740752913038,2.204608190157095,0.012516371011182003,1
2.1261204792151966,-2.5920623017384496,2.036819678017417,-0.12945293277160103,1
2.1375288180342777,-2.6099353269464305,2.036819678017417,-0.09396060682590526,1
2.1451343772469986,-2.616520125707266,2.036819678017417,0.012516371011182003,1
2.1261204792151966,-2.6099353269464305,2.036819678017417,-0.34240688844577555,1
2.1033038015770322,-2.6042912137228575,2.204608190157095,-0.3778992143914713,1
2.091895462757951,-2.5920623017384496,2.036819678017417,-0.5198685181742543,1
2.1033038015770322,-2.5807740752913038,2.204608190157095,-0.2359299106086883,1
2.1204163098056554,-2.5864181885148767,2.036819678017417,-0.02297595493451375,1
2.1204163098056554,-2.5920623017384496,2.3723967022967725,-0.12945293277160103,1
2.1033038015770322,-2.598647100499285,2.036819678017417,-1.300699688979561,1
2.1033038015770322,-2.598647100499285,2.036819678017417,-0.7328224738484288,1
2.1033038015770322,-2.5920623017384496,2.036819678017417,0.8288398677621843,1
2.1090079709865734,-2.598647100499285,2.204608190157095,0.4029319564138353,1
2.1033038015770322,-2.6099353269464305,2.5401852144364505,-0.16494525871729676,1
2.091895462757951,-2.6099353269464305,2.5401852144364505,0.2609626526310523,1
2.091895462757951,-2.6099353269464305,2.204608190157095,-0.3778992143914713,1
2.0842899035452302,-2.616520125707266,2.036819678017417,0.048008696956877754,1
2.078585734135689,-2.598647100499285,2.036819678017417,0.296454978576748,1
2.091895462757951,-2.5920623017384496,2.036819678017417,0.296454978576748,1
2.1090079709865734,-2.598647100499285,2.036819678017417,-0.8747917776312119,1
2.1204163098056554,-2.6099353269464305,2.5401852144364505,0.4739166083052268,1
2.1261204792151966,-2.622164238930839,2.036819678017417,-0.7328224738484288,1
2.1090079709865734,-2.622164238930839,2.204608190157095,-1.016761081413995,1
2.1090079709865734,-2.616520125707266,2.036819678017417,-0.7328224738484288,1
2.091895462757951,-2.616520125707266,2.204608190157095,-1.016761081413995,1
2.091895462757951,-2.6099353269464305,2.204608190157095,0.08350102290257351,1
2.1261204792151966,-2.6099353269464305,2.204608190157095,-0.6263454960113416,1
2.131824648624738,-2.616520125707266,2.3723967022967725,-0.9102841035769076,1
2.1204163098056554,-2.622164238930839,2.204608190157095,-0.5198685181742543,1
2.1147121403961147,-2.616520125707266,2.3723967022967725,0.4029319564138353,1
2.131824648624738,-2.616520125707266,2.204608190157095,0.22547032668535652,1
2.131824648624738,-2.6278083521544118,2.036819678017417,0.36743963046813954,1
2.1375288180342777,-2.6334524653779847,2.204608190157095,0.296454978576748,1
2.1451343772469986,-2.6334524653779847,2.3723967022967725,-0.09396060682590526,1
2.131824648624738,-2.639096578601558,2.036819678017417,-0.2359299106086883,1
2.131824648624738,-2.6334524653779847,2.036819678017417,-0.8392994516855161,1
2.1147121403961147,-2.639096578601558,2.036819678017417,-0.4488838662828628,1
2.078585734135689,-2.6334524653779847,2.204608190157095,-0.02297595493451375,1
2.097599632167491,-2.6042912137228575,2.036819678017417,-0.7683147997941246,1
2.1033038015770322,-2.598647100499285,2.3723967022967725,-0.4133915403371671,1
2.097599632167491,-2.598647100499285,2.036819678017417,-0.8392994516855161,1
2.0842899035452302,-2.5920623017384496,2.036819678017417,-0.16494525871729676,1
2.097599632167491,-2.5864181885148767,2.204608190157095,-0.8747917776312119,1
2.1090079709865734,-2.5920623017384496,2.5401852144364505,-0.16494525871729676,1
2.131824648624738,-2.598647100499285,2.3723967022967725,0.9353168455992716,1
2.1375288180342777,-2.616520125707266,2.5401852144364505,-0.48437619222855854,1
2.1375288180342777,-2.6099353269464305,2.3723967022967725,0.15448567479396502,1
2.1204163098056554,-2.6099353269464305,2.036819678017417,0.2609626526310523,1
2.131824648624738,-2.616520125707266,2.036819678017417,0.296454978576748,1
2.1147121403961147,-2.6099353269464305,2.204608190157095,-0.2359299106086883,1
2.1147121403961147,-2.6099353269464305,2.204608190157095,0.2609626526310523,1
2.1033038015770322,-2.6278083521544118,2.204608190157095,-0.8038071257398204,1
2.0842899035452302,-2.622164238930839,2.204608190157095,-0.3069145625000798,1
2.0557690564975246,-2.6042912137228575,2.204608190157095,0.012516371011182003,1
2.0424593278752625,-2.5864181885148767,2.3723967022967725,-0.4133915403371671,1
2.0310509890561814,-2.5694858488441574,2.204608190157095,0.4739166083052268,1
2.0500648870879834,-2.5572569368597495,2.036819678017417,1.1127784753277503,1
2.072881564726148,-2.5694858488441574,2.204608190157095,-0.6263454960113416,1
2.061473225907066,-2.5694858488441574,2.036819678017417,-0.02297595493451375,1
2.0557690564975246,-2.5629010500833225,2.5401852144364505,-0.05846828088020951,1
2.067177395316607,-2.5572569368597495,2.204608190157095,-0.4133915403371671,1
2.072881564726148,-2.575129962067731,2.204608190157095,0.7223628899250971,1
2.078585734135689,-2.5694858488441574,2.3723967022967725,-0.8038071257398204,1
2.0842899035452302,-2.5807740752913038,2.204608190157095,-0.271422236554384,1
2.061473225907066,-2.5807740752913038,2.5401852144364505,-0.6618378219570373,1
2.067177395316607,-2.5694858488441574,2.036819678017417,-0.12945293277160103,1
2.097599632167491,-2.5694858488441574,2.036819678017417,-0.7328224738484288,1
2.1033038015770322,-2.5864181885148767,2.036819678017417,0.048008696956877754,1
2.1033038015770322,-2.5864181885148767,2.036819678017417,-0.20043758466299252,1
2.091895462757951,-2.598647100499285,2.036819678017417,0.012516371011182003,1
2.0842899035452302,-2.5920623017384496,2.036819678017417,0.3319473045224438,1
2.078585734135689,-2.598647100499285,2.204608190157095,-0.9102841035769076,1
2.072881564726148,-2.5920623017384496,2.036819678017417,0.4029319564138353,1
2.061473225907066,-2.5864181885148767,2.036819678017417,-0.16494525871729676,1
2.067177395316607,-2.575129962067731,2.3723967022967725,0.08350102290257351,1
2.0500648870879834,-2.5807740752913038,2.036819678017417,-0.2359299106086883,1
2.0196426502370994,-2.5864181885148767,2.036819678017417,-0.3069145625000798,1
2.013938480827558,-2.575129962067731,2.204608190157095,-0.20043758466299252,1
2.008234311418017,-2.575129962067731,2.204608190157095,-0.16494525871729676,1
1.9968259725989361,-2.5629010500833225,2.3723967022967725,-0.09396060682590526,1
2.0196426502370994,-2.5629010500833225,2.036819678017417,-0.12945293277160103,1
2.0310509890561814,-2.5629010500833225,2.036819678017417,-0.02297595493451375,1
2.02534681964664,-2.5629010500833225,2.204608190157095,-0.20043758466299252,1
2.02534681964664,-2.5629010500833225,2.036819678017417,-0.9102841035769076,1
2.0424593278752625,-2.5694858488441574,2.036819678017417,-0.20043758466299252,1
2.078585734135689,-2.575129962067731,2.204608190157095,-0.7683147997941246,1
2.091895462757951,-2.5807740752913038,2.036819678017417,0.4029319564138353,1
